Doc,Length,Uppercase(num),Exclamation/Question(num),SpellMiss(num),FirstPronouns(num),SecondPronouns(num),ThirdPronouns(num),BadWord(num),Emot(num),EmotMean(score),SentiPos(num),SentiNeg(num),Senti(score),FRE,SMOG,CLI,ARI,FOG,FKGL
D6983,11,0,0,3,0,0,0,0,0,0,1,1,-0.09375,103.3790909,8.477225575,5.563379182,3.338181818,8.036363636,1.572727273
D6984,13,0,1,3,0,1,0,0,0,0,3,1,-0.25,83.00923077,8.477225575,6.347247846,4.634615385,8.276923077,4.910769231
D6989,36,1,4,7,0,1,2,0,1,0.25,4,2,0.15625,59.845,13.95445115,6.570072722,15.14833333,18.84444444,13.85555556
D6998,29,0,1,4,4,2,0,0,0,0,4,1,0.376625,127.8068966,3,-2.222804276,4.763793103,11.6,2.637241379
D7001,21,0,2,3,1,0,1,0,0,0,2,1,0.172916667,100.92,3,0.429830905,3.2,8.4,4.4
D7002,21,0,1,2,0,0,1,0,0,0,3,2,1.052631579,104.9485714,8.477225575,2.949767048,5.218571429,10.3047619,3.838095238
D7004,14,0,2,2,0,0,1,0,0,0,0,2,-0.5,108.025,3,1.825318643,1.382142857,5.6,1.67
D7015,17,0,0,4,0,0,0,0,1,0.25,0,0,0,114.9329412,3,-1.285173588,0.091764706,6.8,1.451764706
D7020,50,0,3,10,2,3,1,0,0,0,5,5,-1.5,25.801,10.74596669,9.71398884,24.4824,21.6,22.082
D7023,21,0,0,2,2,0,2,0,0,0,2,0,0.375,96.89142857,3,3.509752857,5.667142857,8.4,4.961904762
D7028,21,0,0,3,2,1,0,0,0,0,2,1,0.041666667,108.9771429,3,-1.250126524,1.854285714,8.4,3.276190476
D7030,33,0,0,7,1,2,0,0,0,0,6,0,1.105958333,78.48545455,8.477225575,3.614824303,11.34090909,14.41212121,10.51030303
D7036,22,0,0,4,5,1,0,0,0,0,5,0,0.621583333,103.7504545,8.477225575,-2.178786909,1.559090909,10.61818182,4.253636364
D7038,43,17,3,18,3,3,1,0,0,0,5,5,0.0695,104.1667442,10.74596669,5.663116512,17.81465116,19.06046512,9.41255814
D7039,31,0,0,6,2,1,1,0,0,0,6,1,1.465333333,82.58290323,8.477225575,3.160391968,10.02322581,13.69032258,9.441935484
D7041,19,0,0,2,0,0,1,0,1,0.4375,1,1,-0.0625,102.95,3,0.900455421,2.695789474,7.6,3.62
D7042,13,0,0,2,0,0,0,0,0,0,3,0,0.625,122.0553846,3,1.824285538,1.011538462,5.2,-0.535384615
D7045,43,1,6,2,2,2,0,0,0,0,4,4,-0.109375,64.81790698,8.477225575,5.38963507,17.5955814,18.13023256,14.90093023
D7047,20,0,2,4,1,3,0,0,0,0,3,1,0.075,85.015,8.477225575,5.94524345,7.1745,10,6.37
D7050,10,0,1,1,0,1,0,0,0,0,0,1,-0.25,137.465,3,-1.119979,-2.3,4,-3.43
D7056,20,0,1,2,3,1,0,0,0,0,3,2,0.325,93.475,10.74596669,2.41733285,4.3485,12,5.19
D7059,16,0,1,4,0,1,0,0,1,-0.125,4,0,0.385416667,79.5575,12.48683298,7.33935775,6.5875,13.9,6.1375
D7065,24,0,1,1,0,1,0,0,1,0.4375,3,2,0.225595238,73.2,12.48683298,7.955759417,10.5875,14.6,9.011666667
D7074,13,0,1,1,0,1,0,0,0,0,3,1,0.59375,115.5476923,3,4.538062923,3.185384615,5.2,0.372307692
D7076,42,0,1,8,4,3,2,0,0,0,3,3,-0.93125,71.54785714,8.477225575,3.514229643,15.60642857,17.75238095,13.71380952
D7079,51,0,0,10,5,1,1,0,0,0,5,4,-0.428125,53.88176471,16.41640786,5.409089314,21.52470588,25.10588235,18.41372549
D7083,26,0,1,2,0,1,0,0,0,0,4,1,0.5,63.30653846,12.48683298,8.389812615,11.85923077,15.01538462,10.88846154
D7087,35,0,2,2,2,2,2,0,0,0,5,1,0.875,93.96142857,3,1.833376857,10.87285714,14,8.848571429
D7096,19,0,1,1,0,1,0,0,0,0,3,1,-0.125,102.95,3,2.447784632,3.935263158,7.6,3.62
D7104,21,0,1,2,1,1,0,0,0,0,3,1,0.104166667,88.83428571,8.477225575,5.749696095,7.461428571,10.3047619,6.085714286
D7106,29,1,3,4,2,2,1,0,0,0,3,2,0.479166667,98.63448276,3,2.440525828,8.499310345,11.6,6.706206897
D7108,34,0,1,2,1,1,0,0,0,0,1,2,-0.3125,75.28382353,12.48683298,6.675449088,14.27147059,17.12941176,11.20529412
D7111,27,0,1,2,0,2,1,0,0,0,6,0,2.104166667,88.56333333,3,3.573963185,8.467777778,10.8,7.614074074
D7114,18,0,1,3,0,0,1,0,0,0,0,1,-0.25,127.465,3,3.134936722,4.055,7.2,-0.047777778
D7115,17,0,1,3,1,2,0,0,1,0.25,1,1,0,114.9329412,3,-1.285173588,0.091764706,6.8,1.451764706
D7118,28,0,2,2,0,4,1,0,0,0,4,3,0.140625,90.79357143,3,4.141975286,9.391428571,11.2,7.551428571
D7131,16,0,1,3,0,1,0,0,0,0,3,2,-0.21875,105.995,8.477225575,2.194488125,2.46625,8.9,2.45
D7133,37,0,2,5,4,0,1,0,0,0,7,1,1.359375,59.52864865,15.24744871,6.601114,15.65540541,20.20540541,14.14810811
D7135,15,1,8,4,0,1,2,0,0,0,2,1,0.196428571,107.01,3,-0.133736333,0.2,6,2.06
D7139,30,0,1,4,0,0,0,0,0,0,5,3,0.538690476,88.965,8.477225575,4.576411967,10.683,13.33333333,8.303333333
D7141,34,0,1,4,2,1,2,0,0,0,2,4,-0.796875,72.79558824,3,6.156638706,13.85588235,13.6,11.55235294
D7143,24,0,1,1,2,1,1,0,0,0,3,2,-0.112958333,97.875,3,0.360951875,4.50375,9.6,5.57
D7152,20,0,1,1,2,1,1,0,0,0,4,3,-0.09375,97.705,8.477225575,1.82934775,3.8775,10,4.6
D7153,13,0,1,2,1,1,0,0,0,0,1,1,0.62202381,115.5476923,8.477225575,1.371989308,0.649230769,8.276923077,0.372307692
D7158,16,0,0,2,0,1,0,0,0,0,2,1,-0.0625,105.995,3,1.826997438,2.171875,6.4,2.45
D7159,15,0,1,2,1,1,0,0,0,0,2,1,0.0375,112.65,8.477225575,2.218204067,2.084,8.666666667,1.273333333
D7160,9,0,0,2,0,1,0,0,0,0,1,1,0.0625,113.1,8.477225575,2.471174111,0.34,8.044444444,-0.28
D7161,12,0,1,4,0,1,0,0,0,0,2,0,1.0625,110.055,8.477225575,1.333092667,0.27,8.133333333,0.89
D7170,16,0,1,2,0,1,0,0,0,0,4,1,0.2375,111.2825,8.477225575,4.031941563,3.938125,8.9,1.7125
D7174,25,0,1,2,1,1,1,0,0,0,4,1,0.604166667,79.94,8.477225575,4.65355648,8.4028,11.6,8.32
D7175,14,1,1,3,0,2,0,0,0,0,3,0,0.5,108.025,10.74596669,3.925265429,3.064285714,11.31428571,1.67
D7185,11,0,1,1,0,1,0,0,0,0,0,0,0,103.3790909,8.477225575,-0.851003727,-1.8,8.036363636,1.572727273
D7186,15,0,1,4,1,0,0,0,0,0,2,1,0.642857143,107.01,8.477225575,1.042233867,1.142,8.666666667,2.06
D7194,32,1,6,5,1,1,1,0,1,0.25,2,5,-0.979166667,71.24875,10.74596669,6.059016125,12.82125,15.3,11.27125
D7197,40,0,4,1,1,2,1,0,0,0,13,2,4.182089165,71.06,8.477225575,3.598003675,14.70175,17,13.285
D7198,58,1,1,6,4,3,1,0,0,0,10,4,2.073065476,57.53051724,8.477225575,3.761665276,23.64896552,23.88965517,19.6437931
D7203,74,1,6,17,6,1,1,0,0,0,11,4,2.012756579,33.40608108,8.477225575,5.411793189,32.88243243,30.14054054,26.98351351
D7207,28,0,1,2,1,1,3,0,0,0,3,3,-0.486458333,96.83642857,8.477225575,1.832033821,7.541071429,12.62857143,6.708571429
D7214,38,1,3,4,3,2,0,0,1,0.25,12,2,1.713730769,79.21236842,8.477225575,3.381130184,13.55921053,16.25263158,11.65105263
D7216,24,0,1,4,1,3,0,0,0,0,4,1,0.796875,87.3,8.477225575,3.055883583,6.6625,11.26666667,7.045
D7222,20,0,1,3,1,2,0,0,0,0,2,3,-0.697916667,106.165,8.477225575,-1.9925554,0.816,10,3.42
D7227,10,0,1,3,0,1,0,0,0,0,0,0,0,112.085,3,2.4079316,0.526,4,0.11
D7229,24,0,1,4,3,2,1,0,0,0,2,1,0.60075,90.825,3,2.565896,6.27,9.6,6.553333333
D7230,17,0,1,1,0,1,0,0,0,0,1,3,-0.145833333,80.09764706,10.74596669,5.286424588,5.355882353,11.50588235,6.310588235
D7248,25,0,1,3,0,2,0,0,0,0,2,5,-1.083333333,86.708,8.477225575,4.41836244,8.2144,11.6,7.376
D7250,27,0,1,2,1,3,3,0,0,0,4,0,1.114583333,88.56333333,3,2.702874148,7.77,10.8,7.614074074
D7256,30,0,2,5,1,3,0,0,1,0.4375,4,2,0.605555556,83.325,8.477225575,5.9483772,11.782,13.33333333,9.09
D7259,22,0,1,3,0,1,1,0,0,0,2,5,-0.25,88.36863636,8.477225575,4.770127909,7.125454545,10.61818182,6.399090909
D7263,61,0,1,7,1,2,4,0,0,0,6,3,0.18125,50.61180328,3,4.245441623,25.51639344,24.4,21.35409836
D7266,26,0,1,2,1,2,1,0,0,0,9,2,2.386309524,89.33730769,8.477225575,2.962257846,7.511538462,11.93846154,7.257692308
D7272,15,0,1,3,0,1,0,0,0,0,2,0,0.68452381,118.29,3,0.258253733,0.514,6,0.486666667
D7273,24,0,1,4,0,2,0,0,0,0,6,1,1.842261905,90.825,10.74596669,4.525846333,7.84,12.93333333,6.553333333
D7285,13,0,1,2,0,1,0,0,0,0,3,1,0.5625,109.04,8.477225575,5.442655385,3.91,8.276923077,1.28
D7290,36,0,1,6,2,2,1,0,0,0,2,4,-0.208333333,69.245,8.477225575,5.916755944,14.625,15.51111111,12.54444444
D7291,57,0,4,19,1,1,1,0,0,0,2,2,0.125,59.92736842,8.477225575,5.033264018,24.17473684,23.50175439,19.06105263
D7294,38,0,2,4,0,1,1,1,0,0,6,2,0.1875,61.40184211,10.74596669,6.785254447,16.28605263,17.30526316,14.13526316
D7300,23,0,2,2,2,1,0,0,0,0,5,0,0.974541667,106.2465217,3,1.574928304,5.019130435,9.2,4.153913043
D7303,109,0,1,6,10,0,8,0,0,0,11,5,1.65018315,-8.579816514,12.48683298,5.667018688,50.4840367,44.70091743,41.5346789
D7310,60,0,1,5,0,0,5,0,0,0,8,6,-0.354166667,41.595,13.95445115,6.53949605,26.8605,26.66666667,22.36333333
D7315,13,0,1,2,0,0,1,0,0,0,1,1,-0.3125,102.5323077,8.477225575,3.181174231,2.098461538,8.276923077,2.187692308
D7316,16,0,1,2,0,0,0,0,0,0,2,2,-0.0625,116.57,3,2.561978813,2.760625,6.4,0.975
D7325,28,0,3,2,2,3,1,0,0,0,4,2,-0.39375,96.83642857,8.477225575,0.782060429,6.7,12.62857143,6.708571429
D7328,49,1,1,3,4,2,1,0,0,0,9,2,1.061166667,62.14081633,8.477225575,6.514793163,21.42938776,20.41632653,16.76489796
D7336,27,0,1,3,0,2,1,0,0,0,2,1,0.383928571,82.29666667,8.477225575,6.187230296,10.56111111,12.28148148,8.488148148
D7339,15,0,1,2,0,2,0,0,0,0,3,1,0.223958333,84.45,10.74596669,3.394174267,3.026,11.33333333,5.206666667
D7341,66,3,2,6,4,2,6,0,0,0,6,8,-0.152941176,43.70863636,10.74596669,3.617673167,27.48409091,27.61212121,23.55909091
D7342,27,1,2,2,2,2,1,0,0,0,5,0,1.270833333,107.3633333,3,0.089607037,5.676666667,10.8,4.991851852
D7352,32,0,1,4,2,2,0,0,0,0,4,3,1.028381579,87.11125,8.477225575,2.200363906,9.7303125,14.05,9.05875
D7361,19,0,1,1,0,1,0,0,0,0,4,1,0.895833333,85.13947368,8.477225575,3.685648,4.926842105,9.705263158,6.104210526
D7363,21,0,1,2,0,1,1,0,0,0,3,0,0.458333333,100.92,3,-0.41014781,2.527142857,8.4,4.4
D7378,12,0,1,2,1,0,1,0,0,0,1,0,0.046875,124.155,3,-1.11684525,-1.6925,4.8,-1.076666667
D7379,13,0,1,2,1,0,1,0,1,0.4375,0,0,0,115.5476923,3,0.467396846,-0.075384615,5.2,0.372307692
D7385,17,0,1,1,1,2,0,0,0,0,1,1,0.125,104.98,3,4.940551,5.078823529,6.8,2.84
D7391,24,0,1,6,0,1,1,0,0,0,0,2,-0.192307692,80.25,12.48683298,4.770840125,8.03625,14.6,8.028333333
D7397,13,0,1,5,0,1,0,0,0,0,0,0,0,109.04,3,5.442655385,3.91,5.2,1.28
D7400,28,3,0,5,4,4,2,0,1,-0.525,4,1,0.489583333,111.9435714,3,-1.317886357,5.017857143,11.2,4.601428571
D7401,41,1,4,7,1,3,0,0,1,0.25,7,1,1.4625,68.2395122,3,6.279904024,17.33560976,16.4,13.92682927
D7406,26,0,1,1,1,2,0,0,0,0,3,0,0.375,86.08346154,3,3.188405962,7.692692308,10.4,7.711538462
D7411,16,0,1,1,1,1,0,0,0,0,0,2,-0.791666667,105.995,8.477225575,3.296960188,3.349375,8.9,2.45
D7414,189,1,1,29,4,0,5,0,0,0,24,12,6.568256579,-96.45714286,27.49489743,9.926438074,93.80396825,79.83280423,73.66603175
D7426,22,0,1,6,0,3,0,0,0,0,2,0,0.55,96.05954545,3,2.899266227,5.626818182,8.8,5.326363636
D7427,29,0,1,4,3,1,2,0,0,0,5,1,0.697916667,86.96551724,8.477225575,4.06255369,9.79862069,12.97931034,8.333793103
D7433,16,3,2,4,1,0,0,0,0,0,1,2,0.05,121.8575,8.477225575,0.357034688,0.994375,8.9,0.2375
D7439,27,0,2,5,0,0,1,1,0,0,1,7,-1.71875,101.0966667,3,2.26732963,7.421111111,10.8,5.865925926
D7452,81,1,1,8,2,0,2,0,0,0,13,6,2.551041667,26.44222222,13.95445115,5.611146864,36.51444444,34.37530864,29.69382716
D7455,37,1,1,6,0,3,0,0,0,0,3,6,-1.3125,57.24216216,15.24744871,6.124369324,15.27351351,20.20540541,14.46702703
D7463,21,0,0,0,2,2,0,0,1,0.4375,4,2,0.185416667,100.92,3,-0.690140714,2.302857143,8.4,4.4
D7467,10,0,3,2,0,0,0,0,0,0,1,0,0.25,154.385,3,-2.2959492,-3.242,4,-5.79
D7470,11,0,1,2,1,0,0,0,0,0,5,1,-0.154166667,111.07,8.477225575,5.028847273,2.91,8.036363636,0.5
D7475,25,0,1,1,2,1,0,0,0,0,2,2,0.2,79.94,10.74596669,3.47758628,7.4608,13.2,8.32
D7484,29,0,1,3,3,1,0,0,0,0,4,2,0.875,81.13103448,8.477225575,4.06255369,9.79862069,12.97931034,9.147586207
D7490,83,3,6,13,7,1,1,0,4,0.9375,8,5,0.891208333,28.81650602,8.477225575,3.46583994,35.78891566,33.68192771,29.85951807
D7495,47,0,1,2,0,5,0,0,0,0,4,5,-0.020833333,58.33,12.48683298,6.088257702,20.10829787,21.35319149,16.79957447
D7500,19,0,1,4,2,2,0,0,0,0,2,2,-0.083333333,98.49736842,8.477225575,1.828852947,3.439473684,9.705263158,4.241052632
D7508,17,0,3,3,0,1,0,0,0,0,2,1,0.104166667,95.02705882,3,2.519435882,3.139411765,6.8,4.228235294
D7514,19,6,1,8,0,1,0,1,1,0.25,2,3,-0.589285714,134.1184211,3,-0.646873789,1.456315789,7.6,-0.727368421
D7519,26,19,1,20,2,0,0,0,0,0,2,1,0.5,177.1911538,3,0.926924808,5.881153846,10.4,-4.996153846
D7526,22,1,0,3,2,0,1,1,2,-2.125,4,4,-0.59375,84.52318182,10.74596669,5.571925773,7.767727273,12.43636364,6.935454545
D7528,20,1,2,4,1,2,0,0,0,0,1,0,0.1,110.395,3,0.65337755,2.9355,8,2.83
D7529,11,0,0,3,1,0,0,0,0,0,0,0,0,141.8336364,3,-4.592727091,-4.797272727,4.4,-3.790909091
D7534,7,0,0,2,0,0,0,0,0,0,2,1,-0.25,139.3014286,3,0.131930857,-1.781428571,2.8,-4.431428571
D7535,28,0,0,2,1,2,3,0,0,0,3,0,0.675,84.75071429,8.477225575,2.672012536,8.213928571,12.62857143,8.394285714
D7538,36,0,0,7,3,2,2,0,0,0,3,0,0.552386905,59.845,12.48683298,2.81350125,12.13916667,17.73333333,13.85555556
D7543,35,0,0,9,1,0,2,0,0,0,7,1,1.446428571,64.95571429,3,4.689304486,13.16057143,14,12.89428571
D7544,20,12,2,10,3,0,0,0,0,0,2,1,0.0625,156.925,3,3.59330305,5.2905,8,-3.66
D7545,162,0,0,16,11,16,4,0,0,0,23,12,3.419345238,-52.63944444,17.49137675,3.289403414,75.00833333,66.52839506,60.84679012
D7546,20,8,3,8,0,2,1,0,0,0,2,2,-0.666666667,144.235,3,3.00531795,4.8195,8,-1.89
D7547,17,3,3,6,0,2,0,0,0,0,2,1,0.214285714,124.8858824,8.477225575,1.481815118,2.308235294,9.152941176,0.063529412
D7550,12,5,0,7,1,2,0,0,0,0,0,0,0,173.505,3,-5.036745917,-4.8325,4.8,-7.96
D7551,23,0,0,4,1,1,0,1,0,0,2,5,-0.0625,102.5682609,3,1.063636913,4.609565217,9.2,4.666956522
D7553,36,0,0,7,5,4,0,0,1,0.4375,8,2,2.024553571,73.945,8.477225575,5.263439167,14.10166667,15.51111111,11.88888889
D7555,16,0,1,3,2,1,1,0,0,0,2,0,0.196428571,132.4325,3,-2.9503815,-1.655,6.4,-1.2375
D7565,15,0,0,3,0,1,2,0,0,0,2,0,0.3,95.73,3,0.258253733,0.514,6,3.633333333
D7567,23,4,1,7,2,2,0,0,0,0,1,2,-0.020833333,106.2465217,10.74596669,2.086219696,5.428695652,12.67826087,4.153913043
D7568,13,0,1,2,0,1,0,0,0,0,3,0,1.59375,83.00923077,3,7.251840308,5.359230769,5.2,4.910769231
D7574,8,0,0,2,1,1,0,0,0,0,2,0,0.375,124.69,3,-4.064605125,-5.06625,3.2,-2.145
D7575,5,1,0,1,0,1,0,0,0,0,1,0,0.59375,167.92,3,-8.7825878,-8.568,2,-8.92
D7590,6,0,0,0,0,0,0,0,1,-0.375,0,0,0,200.745,3,-13.87219117,-12.935,2.4,-13.25
D7591,9,0,0,6,0,0,0,0,1,-0.375,0,0,0,75.5,8.477225575,16.19082644,11.33,8.044444444,4.964444444
D7593,11,1,3,5,0,1,0,0,1,-0.475,1,0,0,111.07,3,9.839634455,6.763636364,4.4,0.5
D7598,14,1,2,4,0,1,0,0,1,-0.475,0,1,-0.625,89.89642857,10.74596669,3.505276071,2.727857143,11.31428571,4.198571429
D7602,11,0,0,7,1,0,0,0,2,-0.75,1,0,0.291666667,149.5245455,3,-1.920067545,-2.656363636,4.4,-4.863636364
D7604,7,0,1,3,0,0,0,0,1,-0.375,0,0,0,90.95857143,3,0.971909571,-1.108571429,2.8,2.311428571
D7609,11,0,1,2,1,2,0,1,0,0,3,0,0.604166667,134.1427273,3,-1.920067545,-2.656363636,4.4,-2.718181818
D7611,28,0,1,13,4,2,0,0,1,0.4375,4,1,-0.1625,99.85785714,3,2.882007214,8.382142857,11.2,6.287142857
D7612,16,0,2,5,0,2,0,0,1,-0.475,1,0,0.1875,90.1325,8.477225575,2.561978813,2.760625,8.9,4.6625
D7614,21,0,1,11,2,2,0,0,1,0.4375,4,0,0.4625,113.0057143,3,3.789745762,5.891428571,8.4,2.714285714
D7615,11,0,2,5,0,1,0,0,0,0,0,2,-0.8125,126.4518182,3,-1.920067545,-2.656363636,4.4,-1.645454545
D7620,14,0,1,4,0,1,0,0,0,0,2,2,0.354166667,101.9821429,3,-0.274628143,-0.3,5.6,2.512857143
D7621,7,0,1,3,0,0,0,1,1,-0.375,0,1,-0.125,127.2157143,3,-2.388005286,-3.8,2.8,-2.745714286
D7624,11,0,1,4,0,1,0,0,0,0,0,2,-0.364583333,87.99727273,8.477225575,4.494315364,2.481818182,8.036363636,3.718181818
D7625,9,0,1,3,0,1,0,0,0,0,0,2,-0.364583333,94.3,8.477225575,1.817857333,-0.183333333,8.044444444,2.342222222
D7630,11,0,2,7,1,0,0,0,0,0,1,1,-0.25,95.68818182,8.477225575,5.028847273,2.91,8.036363636,2.645454545
D7633,16,0,2,8,0,1,0,0,1,0.4375,1,0,0.125,111.2825,3,2.9294695,3.055,6.4,1.7125
D7634,12,0,0,5,1,0,0,0,1,-0.375,1,1,-0.125,124.155,3,1.333092667,0.27,4.8,-1.076666667
D7635,12,0,2,8,0,1,0,0,0,0,0,0,0,138.255,3,-2.096820417,-2.4775,4.8,-3.043333333
D7647,14,0,0,8,2,1,0,0,0,0,2,1,-0.15625,108.025,8.477225575,7.705169643,6.092142857,8.457142857,1.67
D7652,10,0,0,4,1,1,0,1,1,-0.475,2,0,0.566666667,145.925,3,-1.119979,-2.3,4,-4.61
D7655,15,1,0,5,2,0,0,1,0,0,3,0,0.575,146.49,3,-1.7016966,-1.056,6,-3.446666667
D7656,15,1,1,5,2,2,0,0,2,-1.475,0,0,0,112.65,3,-0.5257264,-0.114,6,1.273333333
D7661,37,2,1,3,3,2,0,0,0,0,3,3,-0.166666667,96.11243243,8.477225575,0.403433216,10.69081081,15.88108108,9.045405405
D7663,15,0,1,8,1,2,0,0,0,0,2,1,0.333333333,118.29,8.477225575,3.0021842,2.712,8.666666667,0.486666667
D7666,20,0,2,6,0,2,0,0,0,0,0,1,-0.125,72.325,10.74596669,6.53322855,7.6455,12,8.14
D7668,35,6,1,19,3,2,0,1,0,0,2,1,-0.203125,84.29285714,10.74596669,6.537257657,14.64085714,16.28571429,10.19714286
D7670,25,0,2,6,0,0,0,0,0,0,4,3,-0.114583333,100.244,8.477225575,4.88875052,8.5912,11.6,5.488
D7679,47,2,3,14,1,2,4,1,0,0,6,3,1.224506579,63.73,3,6.338464128,20.3087234,18.8,16.04638298
D7681,7,0,1,4,0,0,0,0,1,-0.375,0,2,-0.75,115.13,3,1.811888286,-0.435714286,2.8,-1.06
D7682,14,0,1,4,1,0,0,0,1,0.4375,0,2,-0.482142857,120.1107143,3,1.405329286,1.045714286,5.6,-0.015714286
D7689,57,3,4,25,0,4,1,1,2,-1.475,9,1,2.2575,64.38,10.74596669,6.580593228,25.41421053,24.20350877,18.44
D7690,12,0,1,4,0,0,0,0,0,0,0,1,-0.125,117.105,3,0.843105083,-0.1225,4.8,-0.093333333
D7691,9,1,5,4,0,0,0,0,0,0,0,1,-0.125,113.1,3,3.124490889,0.863333333,3.6,-0.28
D7693,31,0,1,8,0,1,1,0,0,0,6,1,0.770833333,88.04096774,8.477225575,6.195153774,12.45419355,13.69032258,8.680645161
D7698,12,0,1,4,0,0,0,0,0,0,0,1,-0.1362,131.205,3,0.843105083,-0.1225,4.8,-2.06
D7700,25,0,1,13,2,2,0,0,1,0.4375,2,1,0.083333333,107.012,3,2.06642204,6.3304,10,4.544
D7701,16,0,2,7,0,1,0,0,0,0,0,2,-0.25,116.57,3,3.664450875,3.64375,6.4,0.975
D7706,30,0,1,14,2,2,1,0,0,0,2,1,0.25,83.325,3,6.5363623,12.253,12,9.09
D7709,12,0,1,5,0,1,0,0,0,0,2,0,0.3125,117.105,3,1.82308025,0.6625,4.8,-0.093333333
D7712,13,0,0,6,1,1,1,1,0,0,2,1,0.229166667,122.0553846,3,-1.341788077,-1.524615385,5.2,-0.535384615
D7713,23,2,0,12,2,1,0,0,0,0,0,2,-0.5625,131.9943478,3,0.552345522,4.2,9.2,0.562608696
D7714,22,2,2,7,0,1,0,0,0,0,2,3,0.1875,99.905,8.477225575,1.2956705,4.342272727,10.61818182,4.79
D7715,15,0,2,9,1,0,1,0,0,0,1,3,-0.670083333,135.21,3,-1.309706533,-0.742,6,-1.873333333
D7718,40,0,3,7,5,3,0,0,0,0,5,1,0.879166667,87.98,3,2.2750372,13.642,16,10.925
D7726,17,0,1,4,1,2,0,0,0,0,3,0,0.604166667,119.9094118,3,0.098320765,1.2,6.8,0.757647059
D7733,16,3,1,7,1,2,0,0,3,0.3125,2,2,0.446428571,132.4325,3,0.724525375,1.28875,6.4,-1.2375
D7734,55,2,8,12,4,2,1,0,0,0,3,4,-0.405505952,54.10454545,12.48683298,6.111585636,24.05363636,24.18181818,19.37636364
D7735,42,2,1,14,2,2,0,0,2,0.3125,3,6,-0.635416667,79.605,8.477225575,5.754172881,17.40071429,17.75238095,12.59
D7736,11,0,2,7,1,1,0,0,0,0,1,0,0,126.4518182,3,3.959783455,2.053636364,4.4,-1.645454545
D7738,9,1,1,3,0,1,0,0,1,-0.525,0,0,0,150.7,3,-3.408676889,-4.37,3.6,-5.524444444
D7741,8,0,1,5,0,1,0,0,1,-0.375,0,0,0,114.115,8.477225575,2.55022725,0.2325,8.2,-0.67
D7744,9,2,1,5,0,0,0,0,2,0.0625,0,0,0,122.5,8.477225575,5.084441222,2.433333333,8.044444444,-1.591111111
D7746,15,0,1,2,2,2,0,1,1,-0.375,1,1,-0.09375,129.57,3,0.6502438,0.828,6,-1.086666667
D7751,61,0,4,8,0,6,3,1,0,0,3,4,-0.072916667,45.0642623,12.48683298,5.402133623,26.44295082,26.36721311,22.12786885
D7754,25,0,7,4,2,1,2,0,0,0,1,1,-0.5,96.86,8.477225575,3.24239224,7.2724,11.6,5.96
D7756,25,0,14,7,2,0,0,0,0,0,3,1,0.441666667,79.94,10.74596669,4.41836244,8.2144,13.2,8.32
D7758,31,1,0,3,2,1,3,0,0,0,2,3,-0.3125,93.49903226,3,2.591374129,9.567419355,12.4,7.919354839
D7761,31,0,2,3,5,0,1,0,0,0,6,0,0.932291667,98.95709677,3,-1.202078129,6.528709677,12.4,7.158064516
D7762,3,0,0,0,0,0,0,0,0,0,0,0,0,203.79,3,-17.82342933,-13.65,1.2,-14.42
D7771,4,0,0,0,0,0,0,0,0,0,0,0,0,181.625,3,-14.3778475,-12.365,1.6,-11.08
D7774,8,0,1,3,0,0,0,0,0,0,0,0,0,145.84,3,-3.32962375,-4.4775,3.2,-5.095
D7778,7,0,1,0,0,1,0,0,0,0,0,0,0,139.3014286,3,-5.747920143,-6.491428571,2.8,-4.431428571
D7780,15,0,2,4,1,0,0,0,0,0,3,0,1.052631579,123.93,3,-2.093686667,-1.37,6,-0.3
D7792,22,0,2,3,3,0,1,0,0,0,2,1,0.019230769,72.98681818,13.95445115,3.968330045,6.483181818,16.07272727,8.544545455
D7795,20,1,0,4,1,2,0,0,0,0,2,2,0.34375,106.165,3,1.24136265,3.4065,8,3.42
D7797,17,0,3,3,0,0,0,2,0,0,0,1,-0.125,114.9329412,3,-2.668667941,-1.016470588,6.8,1.451764706
D7802,16,0,0,3,1,1,0,0,0,0,0,0,0,111.2825,3,-0.745437375,0.11125,6.4,1.7125
D7804,14,0,1,1,0,1,0,0,0,0,3,1,0.125,114.0678571,3,0.145361214,0.036428571,5.6,0.827142857
D7809,7,1,0,1,0,0,0,1,0,0,0,2,-0.25,163.4728571,3,-9.107835,-9.182857143,2.8,-7.802857143
D7810,13,0,0,1,1,1,0,1,0,0,0,1,-0.125,141.5784615,3,-4.055565462,-3.698461538,5.2,-3.258461538
D7813,13,0,1,2,1,0,1,0,0,0,2,0,0.479166667,141.5784615,3,-3.150973,-2.973846154,5.2,-3.258461538
D7814,9,0,3,2,0,1,0,0,0,0,3,0,1.45,113.1,3,5.084441222,2.433333333,3.6,-0.28
D7815,21,0,1,4,0,0,0,1,0,0,3,3,-0.284821429,100.92,8.477225575,2.389781238,4.77,10.3047619,4.4
D7829,12,0,0,3,0,0,0,0,0,0,0,0,0,11.355,15.24744871,14.56275742,10.8675,21.46666667,14.65666667
D7835,19,0,3,4,0,0,0,2,0,0,4,2,0.609375,116.3078947,3,0.281523737,2.2,7.6,1.756842105
D7843,13,0,1,2,0,0,1,0,0,0,1,3,-0.625,69.99384615,8.477225575,11.32250638,8.62,8.276923077,6.726153846
